job_title,experience_years,education_level,skills_count,industry,company_size,location,salary
AI Engineer,5,Bachelor,16,Finance,Enterprise,Sweden,179506
Software Engineer,3,Diploma,15,Technology,Medium,USA,158856
Software Engineer,3,Bachelor,5,Technology,Enterprise,USA,162017
Software Engineer,16,Bachelor,13,Consulting,Small,USA,219652
Frontend Developer,8,Master,20,Technology,Medium,USA,157683
Data Analyst,7,Bachelor,7,Technology,Startup,Netherlands,78274
Data Scientist,4,Master,16,Manufacturing,Medium,Germany,150566
Business Analyst,6,Bachelor,7,Technology,Small,Canada,104229
Frontend Developer,2,Bachelor,16,Finance,Enterprise,India,34497
Frontend Developer,17,PhD,13,Finance,Large,Australia,286627
Machine Learning Engineer,8,Master,17,Consulting,Large,USA,250162
Software Engineer,5,Master,9,Consulting,Large,India,50240
Cybersecurity Analyst,5,Bachelor,12,Technology,Enterprise,USA,221359
DevOps Engineer,7,Master,13,Technology,Medium,USA,286363
Software Engineer,2,PhD,9,Finance,Small,Singapore,100461
Software Engineer,4,Bachelor,5,Technology,Large,India,51041
Software Engineer,2,Bachelor,7,Finance,Small,Remote,112004
Backend Developer,8,Master,1,Technology,Large,USA,215599
Product Manager,1,High School,4,Finance,Large,India,42723
Cybersecurity Analyst,2,Diploma,4,Consulting,Large,India,32441
Cybersecurity Analyst,9,Bachelor,16,Technology,Enterprise,India,60904
Business Analyst,6,Bachelor,5,Technology,Large,UK,127458
Software Engineer,15,Master,4,Retail,Medium,Germany,281510
Software Engineer,4,Bachelor,6,Finance,Enterprise,USA,240833
Software Engineer,4,Bachelor,3,Government,Large,India,38073
Software Engineer,13,Master,8,Technology,Startup,Germany,170368
Software Engineer,11,High School,17,Technology,Large,Australia,182694
Software Engineer,9,Diploma,18,Government,Medium,India,53802
Data Analyst,2,Master,18,Finance,Medium,Singapore,103139
Machine Learning Engineer,3,Diploma,12,Media,Large,India,41510
Software Engineer,4,High School,1,Technology,Large,Singapore,146282
Frontend Developer,4,Diploma,12,Media,Medium,Canada,111282
AI Engineer,2,Bachelor,11,Education,Enterprise,Canada,195674
Frontend Developer,3,Bachelor,13,Telecom,Large,Singapore,110308
Data Analyst,5,Bachelor,3,Technology,Large,Germany,102700
Data Analyst,10,Diploma,8,Education,Large,Canada,174277
Software Engineer,12,Bachelor,3,Education,Small,USA,250453
Data Scientist,8,Master,17,Finance,Medium,India,55487
Frontend Developer,1,Master,13,Technology,Startup,UK,134701
Backend Developer,11,Bachelor,10,Healthcare,Enterprise,USA,298446
Data Analyst,8,Bachelor,17,Consulting,Large,India,42597
Data Analyst,9,Bachelor,3,Finance,Enterprise,Remote,161326
Data Analyst,3,PhD,13,Technology,Enterprise,India,38555
Data Analyst,13,Bachelor,6,Technology,Large,Sweden,156483
Software Engineer,4,Master,14,Consulting,Large,Canada,129970
Software Engineer,2,Diploma,10,Healthcare,Large,USA,130938
DevOps Engineer,8,Bachelor,20,Healthcare,Large,Canada,215327
Software Engineer,5,Bachelor,16,Healthcare,Medium,India,52651
Data Analyst,8,Bachelor,18,Manufacturing,Large,Canada,127548
Data Analyst,3,Bachelor,13,Finance,Medium,UK,114655
Software Engineer,2,Diploma,10,Consulting,Medium,Sweden,65706
Cybersecurity Analyst,3,Bachelor,6,Government,Small,India,39120
Data Scientist,1,High School,10,Consulting,Enterprise,India,32602
DevOps Engineer,8,Bachelor,5,Technology,Medium,Singapore,175850
Business Analyst,0,Bachelor,6,Finance,Large,Remote,107856
Cybersecurity Analyst,11,Bachelor,7,Consulting,Enterprise,Singapore,211933
Data Analyst,1,Bachelor,11,Technology,Medium,Canada,88521
Software Engineer,10,Bachelor,16,Education,Medium,UK,144615
Frontend Developer,7,Master,12,Consulting,Medium,USA,170003
Software Engineer,0,Master,12,Finance,Startup,USA,151350
Data Analyst,6,Master,20,Telecom,Small,India,29696
Software Engineer,1,Bachelor,5,Media,Enterprise,India,44113
Backend Developer,6,PhD,16,Media,Medium,USA,169554
Backend Developer,3,Diploma,6,Technology,Medium,Sweden,113688
Machine Learning Engineer,0,Bachelor,9,Finance,Startup,UK,97957
Data Analyst,7,Diploma,5,Technology,Enterprise,USA,163064
Machine Learning Engineer,4,High School,16,Technology,Large,India,35483
Business Analyst,5,Bachelor,18,Technology,Large,India,40648
Frontend Developer,0,Bachelor,19,Telecom,Large,Germany,111490
Frontend Developer,0,Bachelor,12,Consulting,Enterprise,India,35273
Software Engineer,4,Master,2,Technology,Large,India,62439
Data Analyst,10,Bachelor,10,Technology,Large,India,45655
Product Manager,8,Master,12,Telecom,Large,Australia,241625
DevOps Engineer,7,PhD,14,Finance,Startup,Singapore,190829
Backend Developer,12,Master,18,Finance,Large,UK,176790
Frontend Developer,3,Bachelor,19,Technology,Startup,USA,78969
Software Engineer,7,Master,6,Manufacturing,Medium,USA,267229
Data Analyst,1,High School,5,Government,Enterprise,Netherlands,65641
Software Engineer,20,Bachelor,16,Manufacturing,Small,India,71077
DevOps Engineer,2,PhD,14,Retail,Enterprise,Germany,183478
Cloud Engineer,7,Bachelor,13,Education,Startup,Canada,129475
Software Engineer,15,Bachelor,2,Finance,Medium,Germany,199899
AI Engineer,3,Diploma,2,Retail,Enterprise,Remote,185411
Software Engineer,7,PhD,12,Technology,Medium,USA,174038
Software Engineer,5,High School,1,Consulting,Small,Canada,73491
Software Engineer,3,Bachelor,19,Finance,Small,Singapore,78123
Data Scientist,3,High School,16,Technology,Startup,USA,128587
Product Manager,1,Bachelor,7,Technology,Startup,USA,134029
Software Engineer,4,PhD,7,Healthcare,Medium,Canada,152133
Software Engineer,2,Bachelor,16,Technology,Enterprise,UK,143926
Backend Developer,2,Diploma,6,Technology,Large,UK,102212
DevOps Engineer,7,Master,18,Manufacturing,Medium,UK,134812
Frontend Developer,5,Bachelor,1,Retail,Medium,USA,204101
Data Analyst,10,Bachelor,1,Government,Startup,USA,132528
Data Analyst,3,Diploma,14,Manufacturing,Medium,USA,132995
DevOps Engineer,1,Diploma,6,Technology,Large,Singapore,142193
Data Scientist,8,Bachelor,6,Healthcare,Large,USA,240857
Backend Developer,8,Master,4,Consulting,Startup,India,50220
Machine Learning Engineer,6,Master,12,Finance,Small,UK,176714
Product Manager,2,Diploma,18,Technology,Startup,USA,181195
Data Analyst,5,Bachelor,10,Technology,Enterprise,Netherlands,128714
Software Engineer,1,Bachelor,3,Healthcare,Medium,Germany,98507
Cybersecurity Analyst,2,Bachelor,3,Technology,Large,USA,181656
Backend Developer,11,Master,8,Telecom,Large,USA,294391
Cybersecurity Analyst,3,Bachelor,1,Education,Medium,India,32294
Software Engineer,9,Bachelor,18,Technology,Medium,Germany,181045
Machine Learning Engineer,6,High School,15,Technology,Enterprise,Sweden,195829
Frontend Developer,15,Bachelor,20,Manufacturing,Medium,USA,207057
Data Analyst,6,Master,17,Finance,Small,USA,118345
Backend Developer,6,Master,11,Technology,Medium,UK,190404
AI Engineer,1,Master,13,Technology,Large,USA,224506
Data Analyst,2,Bachelor,20,Technology,Medium,India,25000
Software Engineer,4,Bachelor,10,Technology,Enterprise,Canada,198249
DevOps Engineer,18,Master,13,Government,Small,Remote,253652
AI Engineer,3,Bachelor,17,Technology,Large,USA,239113
Frontend Developer,1,Bachelor,1,Technology,Small,USA,130715
DevOps Engineer,1,Bachelor,20,Technology,Large,USA,212856
Backend Developer,1,Bachelor,16,Consulting,Startup,UK,100467
Backend Developer,19,Diploma,16,Healthcare,Enterprise,USA,350000
Data Analyst,5,Bachelor,3,Education,Large,USA,191141
Business Analyst,2,Master,2,Technology,Large,USA,93836
AI Engineer,12,High School,6,Media,Large,Australia,202667
Software Engineer,16,Bachelor,11,Consulting,Large,UK,154610
Backend Developer,2,Bachelor,3,Technology,Medium,USA,138239
Data Scientist,3,Bachelor,1,Telecom,Startup,UK,112731
Software Engineer,11,Bachelor,11,Manufacturing,Small,Germany,143382
AI Engineer,8,Diploma,13,Technology,Large,Netherlands,217975
Software Engineer,4,Master,5,Telecom,Enterprise,India,41016
Software Engineer,11,Master,18,Technology,Startup,Netherlands,164019
Software Engineer,1,Bachelor,15,Manufacturing,Large,India,41009
Frontend Developer,1,Diploma,18,Technology,Medium,Singapore,86639
Data Scientist,2,Master,15,Finance,Enterprise,UK,204770
Frontend Developer,2,Bachelor,20,Manufacturing,Small,Sweden,56947
Software Engineer,0,Diploma,20,Technology,Enterprise,Sweden,93114
Software Engineer,3,Bachelor,20,Technology,Large,India,57810
AI Engineer,7,Bachelor,7,Technology,Large,USA,215981
AI Engineer,9,PhD,17,Finance,Enterprise,India,120890
Cloud Engineer,8,Bachelor,8,Technology,Large,Netherlands,155175
Data Analyst,10,Master,13,Healthcare,Enterprise,Netherlands,141060
Data Analyst,6,Master,16,Telecom,Large,USA,149034
Backend Developer,3,Master,10,Technology,Large,USA,213960
Backend Developer,0,Diploma,14,Technology,Large,UK,94947
Backend Developer,0,Bachelor,6,Retail,Startup,USA,121925
Cloud Engineer,5,Bachelor,20,Media,Medium,India,44207
Software Engineer,2,Bachelor,7,Government,Medium,India,25000
Frontend Developer,5,Master,6,Healthcare,Large,Remote,233467
Software Engineer,1,Diploma,17,Consulting,Large,India,38802
Backend Developer,12,Bachelor,8,Media,Large,USA,231282
Data Analyst,3,Master,12,Healthcare,Enterprise,USA,150501
Product Manager,4,Bachelor,4,Consulting,Medium,USA,242039
Software Engineer,4,Diploma,10,Healthcare,Medium,Canada,131325
Cybersecurity Analyst,11,Bachelor,6,Finance,Large,India,53638
Frontend Developer,1,Diploma,7,Consulting,Large,USA,101293
Software Engineer,4,Bachelor,8,Technology,Medium,India,49688
Software Engineer,5,Bachelor,3,Finance,Medium,India,50458
Software Engineer,2,Diploma,8,Technology,Medium,USA,109276
DevOps Engineer,7,Master,15,Consulting,Medium,UK,201936
Backend Developer,10,Master,1,Finance,Startup,Remote,238987
Frontend Developer,0,Bachelor,13,Telecom,Large,Germany,135663
Data Scientist,8,Diploma,18,Government,Large,USA,266562
Backend Developer,0,Bachelor,15,Technology,Large,USA,160461
Software Engineer,2,Bachelor,7,Technology,Small,Remote,111109
Data Analyst,3,Diploma,15,Technology,Medium,Remote,90719
Cloud Engineer,3,Bachelor,3,Technology,Medium,Canada,137199
Business Analyst,11,Master,14,Technology,Medium,Remote,140131
Software Engineer,3,Master,20,Technology,Medium,India,42333
Backend Developer,3,Master,4,Consulting,Small,USA,162166
Software Engineer,1,PhD,4,Consulting,Medium,USA,123078
Data Analyst,6,Master,3,Healthcare,Enterprise,India,34055
Software Engineer,4,High School,5,Technology,Medium,USA,146185
Data Analyst,7,Master,11,Finance,Large,Australia,150156
Cybersecurity Analyst,1,Master,8,Retail,Medium,Canada,99111
Backend Developer,15,Master,2,Technology,Enterprise,UK,306288
Frontend Developer,8,Bachelor,16,Technology,Medium,USA,185793
Data Analyst,5,Bachelor,10,Technology,Large,UK,110168
Data Scientist,9,High School,18,Finance,Large,USA,215174
Frontend Developer,15,Bachelor,7,Technology,Enterprise,Singapore,350000
Data Analyst,6,PhD,5,Education,Startup,USA,144392
Data Analyst,4,Diploma,7,Retail,Enterprise,USA,133283
Software Engineer,3,Master,6,Technology,Large,USA,194111
Software Engineer,3,Bachelor,1,Consulting,Enterprise,USA,139714
Software Engineer,5,Master,11,Government,Large,India,50258
Frontend Developer,4,Master,13,Telecom,Startup,Canada,124278
Software Engineer,8,Bachelor,12,Finance,Medium,Netherlands,166299
Software Engineer,12,Master,1,Finance,Startup,USA,295299
DevOps Engineer,1,Bachelor,15,Technology,Large,USA,202683
Software Engineer,1,Bachelor,1,Technology,Startup,Canada,114363
Software Engineer,3,Bachelor,3,Technology,Large,Germany,176831
Backend Developer,0,Master,15,Technology,Medium,India,33805
Frontend Developer,14,Diploma,9,Technology,Large,Canada,221760
Data Analyst,10,Master,14,Technology,Medium,USA,216497
AI Engineer,4,PhD,8,Media,Enterprise,India,68497
DevOps Engineer,4,Bachelor,4,Finance,Large,Germany,200825
Frontend Developer,6,Bachelor,20,Telecom,Medium,India,41357
Data Analyst,2,Bachelor,20,Education,Large,USA,173542
Software Engineer,3,Diploma,6,Manufacturing,Large,Germany,131091
Machine Learning Engineer,2,Master,1,Technology,Startup,USA,168398
Data Scientist,5,Bachelor,18,Technology,Large,Germany,162619
Software Engineer,5,Diploma,6,Technology,Startup,India,30560
Cybersecurity Analyst,4,Bachelor,14,Consulting,Large,Canada,143805
Data Scientist,9,Bachelor,11,Technology,Medium,UK,206021
Frontend Developer,4,Diploma,17,Healthcare,Enterprise,USA,169707
Software Engineer,4,Bachelor,9,Retail,Large,USA,136369
Data Analyst,1,Master,7,Technology,Enterprise,India,38617
Cloud Engineer,7,Bachelor,14,Technology,Large,UK,182243
Software Engineer,5,Bachelor,17,Technology,Medium,India,41266
Frontend Developer,8,Master,8,Technology,Enterprise,USA,286089
Data Scientist,2,Master,16,Technology,Medium,USA,186618
DevOps Engineer,1,Diploma,12,Technology,Enterprise,Remote,169837
Business Analyst,4,PhD,12,Technology,Small,USA,122931
Cybersecurity Analyst,0,Bachelor,5,Technology,Enterprise,India,45221
Software Engineer,15,Master,5,Technology,Medium,Netherlands,152053
Backend Developer,4,Bachelor,14,Technology,Startup,Remote,183182
Backend Developer,0,Bachelor,6,Media,Large,India,28387
Software Engineer,3,Bachelor,7,Technology,Large,USA,173093
Data Analyst,4,Bachelor,17,Technology,Enterprise,Netherlands,104249
Software Engineer,12,Bachelor,9,Technology,Small,UK,161064
Cloud Engineer,5,High School,13,Retail,Enterprise,USA,175540
Data Analyst,1,Master,9,Consulting,Large,UK,110217
Software Engineer,6,Bachelor,16,Manufacturing,Large,USA,249479
Software Engineer,5,PhD,4,Finance,Small,Australia,158579
Frontend Developer,4,Bachelor,2,Telecom,Large,Canada,149251
Frontend Developer,3,Master,13,Telecom,Large,USA,202141
Data Analyst,9,Diploma,13,Education,Medium,India,38194
Software Engineer,5,Bachelor,19,Retail,Startup,USA,179175
Frontend Developer,4,Diploma,12,Technology,Medium,USA,130492
Data Analyst,11,Master,4,Finance,Medium,Singapore,96788
Software Engineer,8,Bachelor,10,Technology,Large,Canada,197929
Data Scientist,6,Bachelor,16,Technology,Large,Singapore,202573
Cloud Engineer,2,Diploma,19,Technology,Startup,Germany,83485
Software Engineer,3,High School,8,Technology,Medium,Canada,102819
Backend Developer,4,Bachelor,6,Government,Large,Netherlands,132352
Software Engineer,1,Bachelor,4,Technology,Large,India,49165
Software Engineer,3,Bachelor,7,Technology,Large,India,57692
Business Analyst,5,Master,14,Government,Enterprise,USA,191458
Data Scientist,7,Diploma,13,Consulting,Large,Sweden,150977
Cloud Engineer,7,Diploma,5,Education,Small,Sweden,120430
Cybersecurity Analyst,0,Bachelor,9,Healthcare,Small,UK,105117
Data Analyst,3,Diploma,3,Technology,Medium,Canada,86724
Software Engineer,2,High School,10,Technology,Large,UK,140370
Software Engineer,0,Master,15,Technology,Startup,USA,117093
Backend Developer,4,Bachelor,20,Education,Small,Remote,139524
Software Engineer,3,Master,17,Technology,Large,India,58622
Frontend Developer,5,Bachelor,6,Finance,Enterprise,Canada,153448
Data Analyst,7,Bachelor,3,Technology,Medium,USA,154846
Software Engineer,6,Bachelor,18,Technology,Enterprise,Canada,230385
Frontend Developer,16,Bachelor,5,Consulting,Large,USA,245206
Data Analyst,5,Bachelor,13,Manufacturing,Medium,USA,87866
Backend Developer,12,Bachelor,1,Government,Enterprise,Germany,250597
AI Engineer,1,High School,17,Healthcare,Medium,Netherlands,115012
Software Engineer,6,High School,3,Media,Large,USA,159217
Frontend Developer,2,Bachelor,19,Finance,Medium,Netherlands,185210
Backend Developer,4,Bachelor,20,Technology,Enterprise,USA,191059
Data Analyst,8,Bachelor,12,Manufacturing,Large,Remote,187316
Product Manager,4,High School,8,Technology,Large,India,30008
Data Analyst,10,Bachelor,8,Retail,Medium,USA,140050
Frontend Developer,2,Bachelor,15,Technology,Medium,Netherlands,134049
Data Scientist,1,Bachelor,11,Technology,Large,India,49290
AI Engineer,5,Master,20,Technology,Large,USA,269716
Data Analyst,6,Bachelor,1,Technology,Medium,UK,125120
AI Engineer,3,Bachelor,16,Technology,Large,USA,203038
Backend Developer,7,Diploma,14,Technology,Large,Sweden,89281
Frontend Developer,0,Master,7,Government,Medium,India,35683
Data Scientist,2,Bachelor,6,Healthcare,Large,USA,179578
Business Analyst,6,Bachelor,4,Retail,Small,USA,105790
Frontend Developer,4,Bachelor,8,Technology,Enterprise,India,50853
Cybersecurity Analyst,2,Master,19,Technology,Small,India,36107
Software Engineer,5,Master,3,Technology,Enterprise,USA,181063
Data Analyst,9,Master,4,Technology,Medium,India,43262
DevOps Engineer,6,High School,13,Consulting,Small,UK,110163
Frontend Developer,8,High School,2,Technology,Startup,USA,100866
Software Engineer,6,High School,11,Technology,Large,USA,118666
Data Scientist,11,Master,16,Retail,Startup,USA,230602
Frontend Developer,3,Bachelor,10,Technology,Large,Canada,163071
Data Scientist,10,Bachelor,15,Telecom,Medium,Remote,161845
DevOps Engineer,1,Bachelor,10,Government,Enterprise,Germany,174534
Software Engineer,1,High School,2,Education,Small,India,25000
Frontend Developer,7,Master,6,Technology,Large,USA,214091
Software Engineer,1,Bachelor,14,Technology,Medium,UK,88618
Backend Developer,3,Master,2,Consulting,Medium,Germany,116440
Data Scientist,11,PhD,10,Technology,Enterprise,USA,350000
DevOps Engineer,1,Bachelor,17,Finance,Large,India,53323
Frontend Developer,9,Master,8,Technology,Large,USA,209853
Product Manager,3,Master,16,Finance,Medium,Canada,212894
Frontend Developer,1,Diploma,14,Technology,Small,India,26185
Business Analyst,4,Master,10,Media,Large,India,38157
Software Engineer,10,Bachelor,13,Healthcare,Medium,USA,170762
Software Engineer,1,PhD,1,Technology,Enterprise,India,45708
Backend Developer,1,Diploma,10,Technology,Small,USA,126232
Data Analyst,7,Diploma,12,Technology,Enterprise,Sweden,114993
Software Engineer,3,Master,17,Technology,Medium,India,53151
Backend Developer,16,Bachelor,14,Telecom,Startup,India,51649
Software Engineer,6,Bachelor,5,Finance,Medium,Germany,125258
Backend Developer,9,Bachelor,19,Finance,Enterprise,Singapore,214773
Frontend Developer,5,Bachelor,5,Technology,Small,USA,180220
Software Engineer,1,Master,15,Technology,Large,India,39922
Cloud Engineer,2,Bachelor,13,Media,Medium,USA,180669
Cybersecurity Analyst,2,Bachelor,17,Technology,Medium,USA,152805
Data Analyst,6,Diploma,1,Government,Medium,USA,83739
Software Engineer,4,Bachelor,14,Retail,Large,USA,140060
Data Analyst,0,Diploma,4,Retail,Large,Canada,78730
Data Analyst,7,Bachelor,9,Healthcare,Medium,Australia,132576
Software Engineer,18,Master,17,Technology,Small,UK,220505
Frontend Developer,1,Master,3,Technology,Small,USA,91689
Software Engineer,2,Bachelor,13,Consulting,Medium,India,41495
Machine Learning Engineer,2,PhD,12,Technology,Large,USA,246449
Backend Developer,4,Master,16,Finance,Large,USA,192698
Data Analyst,2,Diploma,4,Consulting,Large,India,29779
Data Analyst,11,Bachelor,18,Retail,Small,India,40811
Machine Learning Engineer,13,Bachelor,3,Technology,Large,India,78226
Software Engineer,5,Bachelor,17,Consulting,Medium,USA,140852
DevOps Engineer,4,Bachelor,1,Government,Enterprise,Australia,192884
Software Engineer,0,PhD,19,Manufacturing,Large,UK,162950
Data Scientist,1,High School,4,Media,Small,Singapore,94315
Software Engineer,0,Diploma,17,Technology,Small,UK,86816
Data Scientist,2,Bachelor,7,Technology,Enterprise,India,51191
Software Engineer,3,Bachelor,2,Technology,Large,Singapore,109331
Data Analyst,7,Master,12,Consulting,Medium,UK,130164
Machine Learning Engineer,5,Master,5,Finance,Enterprise,Sweden,186777
Frontend Developer,2,Master,16,Finance,Medium,Remote,154162
Data Analyst,7,PhD,8,Technology,Startup,India,39418
Frontend Developer,20,Master,8,Consulting,Small,India,62580
Product Manager,7,Bachelor,13,Education,Large,India,62497
Frontend Developer,3,Bachelor,14,Technology,Medium,USA,150813
AI Engineer,5,Diploma,11,Technology,Large,USA,195644
Data Scientist,1,Diploma,6,Finance,Enterprise,Singapore,109189
Data Scientist,1,Bachelor,16,Technology,Small,Canada,117395
Data Scientist,14,Master,15,Technology,Small,India,67593
Data Scientist,5,Bachelor,16,Telecom,Enterprise,USA,279234
Business Analyst,9,Master,13,Technology,Medium,India,38015
Data Analyst,3,Bachelor,12,Consulting,Startup,USA,125726
Cloud Engineer,1,Master,18,Education,Enterprise,India,42579
Data Analyst,1,Master,18,Consulting,Large,Singapore,83869
Frontend Developer,2,Master,14,Education,Large,UK,134586
Data Analyst,6,Bachelor,2,Technology,Medium,India,29832
Machine Learning Engineer,1,PhD,2,Government,Large,India,46181
Cloud Engineer,4,Bachelor,3,Media,Large,India,63836
Cybersecurity Analyst,7,Bachelor,8,Technology,Medium,Sweden,141431
Data Analyst,1,High School,11,Technology,Medium,UK,89948
Software Engineer,20,Master,12,Technology,Enterprise,Netherlands,214106
Machine Learning Engineer,8,Bachelor,4,Telecom,Enterprise,Sweden,167419
Backend Developer,4,PhD,9,Technology,Medium,Singapore,174342
Backend Developer,2,High School,17,Government,Enterprise,Sweden,90932
Cloud Engineer,6,Bachelor,16,Education,Large,UK,171399
Product Manager,5,Bachelor,17,Education,Large,Australia,150496
Software Engineer,5,Bachelor,15,Manufacturing,Medium,Netherlands,120242
Software Engineer,6,Bachelor,20,Technology,Medium,India,36353
Backend Developer,2,High School,7,Healthcare,Medium,USA,108103
Machine Learning Engineer,7,Master,10,Education,Medium,USA,223616
DevOps Engineer,1,Bachelor,4,Technology,Enterprise,Germany,157325
Software Engineer,0,Bachelor,14,Consulting,Large,Sweden,125478
Business Analyst,7,Master,14,Consulting,Enterprise,USA,204744
Software Engineer,6,Master,14,Healthcare,Large,USA,231130
Data Analyst,4,PhD,14,Technology,Medium,India,35567
Cybersecurity Analyst,2,Bachelor,20,Technology,Medium,Singapore,115132
Backend Developer,3,Bachelor,18,Technology,Small,USA,142931
DevOps Engineer,1,Diploma,15,Healthcare,Large,India,37677
Software Engineer,5,Bachelor,19,Finance,Large,USA,190583
Data Analyst,0,Bachelor,13,Manufacturing,Large,Remote,114061
Software Engineer,0,Bachelor,12,Consulting,Medium,USA,112387
AI Engineer,2,Bachelor,19,Technology,Enterprise,USA,301883
Backend Developer,5,Master,19,Media,Startup,India,37236
Software Engineer,4,Bachelor,20,Consulting,Large,Australia,149340
Frontend Developer,11,Master,2,Retail,Enterprise,India,73447
Backend Developer,3,Bachelor,3,Consulting,Startup,USA,156971
Software Engineer,8,Diploma,10,Finance,Enterprise,India,58197
Data Analyst,5,Master,5,Consulting,Medium,India,37590
Software Engineer,0,Bachelor,12,Technology,Large,USA,186188
Software Engineer,1,Bachelor,7,Finance,Medium,Singapore,57120
AI Engineer,1,Bachelor,9,Technology,Enterprise,Germany,217597
Data Scientist,2,Diploma,2,Technology,Medium,Canada,145174
Backend Developer,3,Bachelor,10,Finance,Large,UK,105890
Data Scientist,9,High School,6,Technology,Medium,India,55956
Backend Developer,4,Bachelor,12,Technology,Enterprise,UK,186769
Software Engineer,2,PhD,6,Technology,Large,USA,206576
Frontend Developer,8,Bachelor,3,Technology,Large,USA,92355
Software Engineer,8,PhD,10,Media,Large,Canada,227924
Business Analyst,0,Diploma,9,Education,Large,India,26779
Software Engineer,4,Master,20,Finance,Enterprise,UK,178483
Data Analyst,10,High School,5,Technology,Large,India,35317
Data Analyst,3,Bachelor,3,Technology,Large,India,33472
Data Analyst,1,PhD,5,Education,Large,India,39764
Frontend Developer,8,Bachelor,8,Education,Large,India,53134
Frontend Developer,1,Master,8,Technology,Large,UK,121879
Cybersecurity Analyst,5,Diploma,14,Technology,Enterprise,India,48222
Cybersecurity Analyst,3,Diploma,17,Finance,Large,Singapore,101107
Software Engineer,0,Master,11,Consulting,Enterprise,Canada,153491
Software Engineer,9,Bachelor,16,Technology,Enterprise,India,70434
Software Engineer,6,Master,6,Healthcare,Large,UK,228348
Data Scientist,11,Master,11,Technology,Small,USA,263318
Backend Developer,4,High School,10,Technology,Small,USA,84695
Software Engineer,1,Master,9,Healthcare,Medium,Germany,146278
Data Analyst,1,Bachelor,15,Technology,Large,Remote,138825
Data Scientist,8,Diploma,7,Telecom,Large,India,53745
Software Engineer,1,Bachelor,18,Technology,Large,India,36619
Data Analyst,20,Master,1,Education,Medium,Canada,161288
Backend Developer,15,Bachelor,15,Finance,Enterprise,India,70830
Data Analyst,4,PhD,2,Telecom,Large,India,41929
Software Engineer,3,Master,2,Media,Large,Australia,153833
Machine Learning Engineer,2,PhD,10,Technology,Medium,USA,190911
Business Analyst,2,Bachelor,20,Finance,Enterprise,USA,152282
Frontend Developer,18,Master,15,Consulting,Large,UK,316471
DevOps Engineer,3,Diploma,10,Technology,Startup,India,27719
Software Engineer,6,Bachelor,19,Technology,Enterprise,Canada,214931
Cloud Engineer,6,Bachelor,13,Telecom,Large,Canada,196834
Software Engineer,9,Master,11,Technology,Enterprise,Canada,205896
Data Analyst,6,Bachelor,2,Media,Large,Australia,151347
Software Engineer,4,Master,13,Consulting,Large,Canada,180658
Frontend Developer,2,High School,1,Telecom,Large,UK,92960
Frontend Developer,6,Bachelor,5,Media,Small,UK,111233
Software Engineer,5,Bachelor,7,Technology,Large,India,50461
Software Engineer,3,Diploma,13,Consulting,Large,Canada,127900
Software Engineer,6,High School,13,Technology,Medium,Sweden,102722
Software Engineer,4,Bachelor,20,Retail,Medium,Sweden,141367
Software Engineer,5,Bachelor,6,Technology,Medium,Sweden,105419
Software Engineer,7,Bachelor,20,Education,Large,Netherlands,145016
Data Analyst,5,Master,12,Manufacturing,Large,USA,181585
Software Engineer,8,Bachelor,8,Media,Small,UK,185727
Software Engineer,5,Bachelor,9,Finance,Startup,Sweden,125227
Product Manager,9,Diploma,18,Finance,Large,Netherlands,226739
Software Engineer,3,Master,11,Technology,Medium,Germany,129728
Data Analyst,1,Bachelor,20,Technology,Startup,UK,70680
Software Engineer,5,Bachelor,11,Consulting,Medium,USA,175703
Software Engineer,13,Bachelor,15,Finance,Large,Remote,278531
Frontend Developer,8,Diploma,9,Technology,Enterprise,USA,166340
Backend Developer,13,Bachelor,3,Manufacturing,Medium,USA,229948
Business Analyst,3,Diploma,17,Finance,Medium,USA,99523
Software Engineer,4,Bachelor,17,Technology,Large,USA,179236
Business Analyst,1,Bachelor,3,Technology,Medium,India,25000
Software Engineer,1,Bachelor,19,Telecom,Large,USA,179477
Data Analyst,12,Bachelor,9,Technology,Medium,India,45091
Product Manager,11,Bachelor,17,Technology,Small,Canada,219314
Data Scientist,7,Diploma,18,Consulting,Startup,Sweden,132212
Software Engineer,3,Master,15,Technology,Medium,Canada,123804
Software Engineer,7,Master,1,Technology,Large,Canada,201663
Software Engineer,10,Bachelor,10,Government,Large,India,46501
Backend Developer,14,Bachelor,8,Consulting,Startup,Sweden,168772
Software Engineer,1,Bachelor,10,Manufacturing,Large,India,34809
Data Scientist,3,Bachelor,2,Technology,Medium,USA,158617
Data Analyst,3,Bachelor,19,Technology,Large,Sweden,100947
Cloud Engineer,4,Bachelor,14,Consulting,Medium,India,39048
Software Engineer,6,Diploma,8,Technology,Large,India,40901
Data Scientist,0,Bachelor,19,Healthcare,Enterprise,USA,225353
Software Engineer,3,PhD,1,Finance,Medium,India,43237
Software Engineer,3,Bachelor,16,Finance,Small,Canada,103184
AI Engineer,5,Master,15,Finance,Enterprise,Canada,219847
Data Analyst,5,Bachelor,20,Healthcare,Large,Canada,92932
Software Engineer,3,Master,5,Healthcare,Medium,Germany,133556
Software Engineer,16,Bachelor,3,Technology,Large,Remote,221137
Backend Developer,4,Bachelor,17,Finance,Medium,USA,187057
Software Engineer,6,Bachelor,10,Education,Large,Germany,152570
Software Engineer,7,Bachelor,5,Technology,Medium,Singapore,193856
AI Engineer,2,Bachelor,11,Technology,Large,USA,230188
